customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
16260,51,1,1035.45,3,4,2,342,Potential Loyal
17125,51,1,259.35,3,4,4,344,Potential Loyal
14261,51,2,1163.45,3,3,2,332,Potential Loyal
12556,51,2,603.71,3,3,3,333,Potential Loyal
15807,51,3,903.9,3,3,3,333,Potential Loyal
14585,51,1,157.05,3,5,5,355,Potential Loyal
16593,51,3,330.03,3,3,4,334,Potential Loyal
18149,51,3,612.08,3,3,3,333,Potential Loyal
17764,51,2,818.82,3,3,3,333,Potential Loyal
17672,51,2,3178.17,3,3,1,331,Needs Attention
16170,51,6,1885.05,3,1,2,312,Needs Attention
16846,51,1,214.32,3,5,5,355,Potential Loyal
17934,52,2,704.25,3,3,3,333,Potential Loyal
12370,52,4,3545.69,3,2,1,321,Needs Attention
15853,52,1,110.8,3,4,5,345,Potential Loyal
16123,52,1,307.78,3,4,4,344,Potential Loyal
17973,52,1,337.04,3,4,4,344,Potential Loyal
15610,52,1,112.46,3,4,5,345,Potential Loyal
14776,52,11,2538.3,3,1,1,311,Needs Attention
15468,52,2,467.51,3,3,4,334,Potential Loyal
12596,52,2,618.27,3,3,3,333,Potential Loyal
14799,52,1,157.7,3,5,5,355,Potential Loyal
15220,52,6,1778.96,3,1,2,312,Needs Attention
18019,52,1,38.45,3,5,5,355,Potential Loyal
14107,52,7,2703.23,3,1,1,311,Needs Attention
14273,52,4,559.97,3,2,3,323,Potential Loyal
15803,52,1,415.82,3,5,4,354,Potential Loyal
16470,52,4,762.39,3,2,3,323,Potential Loyal
13491,52,10,1215.82,3,1,2,312,Needs Attention
16131,52,6,3506.54,3,1,1,311,Needs Attention
12744,52,7,21279.29,3,1,1,311,Needs Attention
17148,52,1,124.88,3,4,5,345,Potential Loyal
15754,52,3,458.57,3,3,4,334,Potential Loyal
14306,52,2,2093.32,3,3,1,331,Needs Attention
15006,52,1,502.09,3,5,3,353,Potential Loyal
16621,52,4,813.48,3,2,3,323,Potential Loyal
17824,52,1,298.4,3,4,4,344,Potential Loyal
16826,52,1,341.7,3,4,4,344,Potential Loyal
14229,52,3,1547.2,3,3,2,332,Potential Loyal
13849,52,2,1537.95,3,3,2,332,Potential Loyal
13805,53,2,924.6,3,3,3,333,Potential Loyal
15140,53,7,2354.25,3,1,1,311,Needs Attention
14639,53,6,2984.49,3,1,1,311,Needs Attention
17262,53,5,1253.36,3,2,2,322,Potential Loyal
15505,53,5,3610.96,3,2,1,321,Needs Attention
16515,53,5,1627.13,3,2,2,322,Potential Loyal
16249,53,5,1800.07,3,2,2,322,Potential Loyal
13637,53,3,810.5,3,2,3,323,Potential Loyal
14798,53,3,173.74,3,2,5,325,Potential Loyal
12360,53,3,2662.06,3,2,1,321,Needs Attention
16940,53,3,3049.88,3,2,1,321,Needs Attention
16730,53,3,743.11,3,3,3,333,Potential Loyal
16734,53,3,650.51,3,3,3,333,Potential Loyal
12759,53,3,1531.44,3,3,2,332,Potential Loyal
17679,53,2,1992.11,3,3,2,332,Potential Loyal
13032,53,2,1010.18,3,3,2,332,Potential Loyal
14015,53,1,917.34,3,4,3,343,Potential Loyal
14861,53,1,125.79,3,4,5,345,Potential Loyal
13594,53,1,396.97,3,4,4,344,Potential Loyal
15678,53,1,352.7,3,4,4,344,Potential Loyal
12611,53,1,1193.32,3,4,2,342,Potential Loyal
16848,53,1,281.42,3,4,4,344,Potential Loyal
15637,53,1,223.36,3,5,5,355,Potential Loyal
15604,53,1,216.39,3,5,5,355,Potential Loyal
15327,53,1,208.75,3,5,5,355,Potential Loyal
14381,53,1,202.68,3,5,5,355,Potential Loyal
12863,53,1,521.2,3,5,3,353,Potential Loyal
17201,54,1,342.63,3,4,4,344,Potential Loyal
17520,54,1,546.81,3,5,3,353,Potential Loyal
16412,54,1,151.83,3,5,5,355,Potential Loyal
18042,54,1,165.05,3,5,5,355,Potential Loyal
15066,54,1,893.59,3,5,3,353,Potential Loyal
12463,54,4,1344.78,3,2,2,322,Potential Loyal
17534,54,1,223.36,3,5,5,355,Potential Loyal
15012,54,2,423.04,3,3,4,334,Potential Loyal
12475,54,1,723.38,3,5,3,353,Potential Loyal
17527,54,4,939.37,3,2,3,323,Potential Loyal
15335,54,1,173.97,3,5,5,355,Potential Loyal
16363,54,1,109.36,3,4,5,345,Potential Loyal
13750,54,5,1647.26,3,2,2,322,Potential Loyal
16737,54,1,417.6,3,5,4,354,Potential Loyal
17785,54,1,131.94,3,5,5,355,Potential Loyal
17244,54,1,954.9,3,4,2,342,Potential Loyal
17205,54,1,384.08,3,4,4,344,Potential Loyal
13015,54,5,3346.28,3,2,1,321,Needs Attention
14443,54,4,1420.2,3,2,2,322,Potential Loyal
16542,54,1,119.62,3,4,5,345,Potential Loyal
16389,54,4,1382.07,3,2,2,322,Potential Loyal
15598,54,1,240.68,3,5,5,355,Potential Loyal
16932,54,1,161.94,3,5,5,355,Potential Loyal
12794,54,2,860.41,3,3,3,333,Potential Loyal
13265,54,5,2107.66,3,2,1,321,Needs Attention
14830,54,1,197.13,3,5,5,355,Potential Loyal
17206,54,1,204.24,3,5,5,355,Potential Loyal
17734,54,3,700.63,3,2,3,323,Potential Loyal
17612,54,6,2048.45,3,1,2,312,Needs Attention
13923,54,1,351.13,3,4,4,344,Potential Loyal
14211,54,9,2241.1,3,1,1,311,Needs Attention
16563,54,1,1077.74,3,4,2,342,Potential Loyal
14841,54,6,3295.76,3,1,1,311,Needs Attention
13875,54,5,1786.79,3,2,2,322,Potential Loyal
13760,55,2,286.79,3,4,4,344,Potential Loyal
13034,55,2,642.77,3,3,3,333,Potential Loyal
12940,55,2,913.54,3,3,3,333,Potential Loyal
14780,55,2,447.68,3,3,4,334,Potential Loyal
15440,55,3,383.68,3,2,4,324,Potential Loyal
15994,55,1,427.07,3,5,4,354,Potential Loyal
16052,55,1,362.06,3,4,4,344,Potential Loyal
15545,55,2,292.72,3,4,4,344,Potential Loyal
16206,55,4,537.06,3,2,3,323,Potential Loyal
16934,55,2,950.93,3,3,2,332,Potential Loyal
16674,55,2,319.61,3,4,4,344,Potential Loyal
13878,55,1,1281.53,3,4,2,342,Potential Loyal
16394,57,5,1555.34,3,2,2,322,Potential Loyal
17892,57,3,244.1,3,2,5,325,Potential Loyal
15826,57,3,1654.31,3,2,2,322,Potential Loyal
16239,57,2,414.2,3,3,4,334,Potential Loyal
17180,57,4,796.03,3,2,3,323,Potential Loyal
16950,57,3,1178.56,3,3,2,332,Potential Loyal
15620,57,3,1553.18,3,3,2,332,Potential Loyal
14937,57,3,1621.88,3,3,2,332,Potential Loyal
17986,57,1,20.8,3,4,5,345,Potential Loyal
16413,57,1,262.2,3,4,4,344,Potential Loyal
17771,57,2,245.81,3,4,5,345,Potential Loyal
13006,57,1,81.57,3,5,5,355,Potential Loyal
14567,57,2,1530.36,3,3,2,332,Potential Loyal
18228,57,2,779.9,3,3,3,333,Potential Loyal
13213,57,5,1520.58,3,2,2,322,Potential Loyal
16081,57,5,2806.9,3,2,1,321,Needs Attention
12454,57,1,3528.34,3,5,1,351,Needs Attention
14089,57,1,161.0,3,5,5,355,Potential Loyal
13136,57,5,2607.61,3,2,1,321,Needs Attention
16430,58,1,300.85,3,4,4,344,Potential Loyal
12359,58,4,6372.58,3,2,1,321,Needs Attention
13827,58,3,412.05,3,3,4,334,Potential Loyal
17509,58,8,6115.14,3,1,1,311,Needs Attention
15272,58,2,721.94,3,3,3,333,Potential Loyal
12631,58,1,640.5,3,5,3,353,Potential Loyal
13858,58,1,216.17,3,5,5,355,Potential Loyal
14421,58,2,813.11,3,3,3,333,Potential Loyal
13853,58,1,1090.14,3,4,2,342,Potential Loyal
16121,58,2,867.11,3,3,3,333,Potential Loyal
13911,58,9,2580.91,3,1,1,311,Needs Attention
14537,58,1,355.56,3,4,4,344,Potential Loyal
12446,58,1,1002.31,3,4,2,342,Potential Loyal
17614,58,1,390.07,3,4,4,344,Potential Loyal
17279,58,1,187.83,3,5,5,355,Potential Loyal
12613,58,5,3344.38,3,2,1,321,Needs Attention
13487,58,3,575.4,3,2,3,323,Potential Loyal
16773,58,1,171.59,3,5,5,355,Potential Loyal
17181,58,2,239.92,3,4,5,345,Potential Loyal
17169,58,2,835.78,3,3,3,333,Potential Loyal
16224,58,4,1295.3,3,2,2,322,Potential Loyal
16770,58,5,770.1,3,2,3,323,Potential Loyal
13930,58,2,337.34,3,4,4,344,Potential Loyal
14975,58,1,279.94,3,4,4,344,Potential Loyal
14624,58,2,225.85,3,4,5,345,Potential Loyal
12876,58,2,2218.02,3,3,1,331,Needs Attention
18160,58,2,638.06,3,3,3,333,Potential Loyal
14976,58,7,790.86,3,1,3,313,Needs Attention
15367,58,4,1877.59,3,2,2,322,Potential Loyal
16793,58,1,243.84,3,5,5,355,Potential Loyal
14555,58,2,324.14,3,4,4,344,Potential Loyal
16203,59,4,592.9,3,2,3,323,Potential Loyal
13842,59,9,3385.62,3,1,1,311,Needs Attention
15281,59,9,2332.15,3,1,1,311,Needs Attention
14541,59,8,1461.65,3,1,2,312,Needs Attention
16652,59,7,6773.97,3,1,1,311,Needs Attention
13464,59,1,674.68,3,5,3,353,Potential Loyal
14852,59,6,2836.69,3,1,1,311,Needs Attention
13208,59,6,1223.9,3,1,2,312,Needs Attention
12667,59,1,620.13,3,5,3,353,Potential Loyal
12602,59,1,153.12,3,5,5,355,Potential Loyal
15038,59,6,705.49,3,1,3,313,Needs Attention
13520,59,6,3624.35,3,1,1,311,Needs Attention
18171,59,5,1231.31,3,2,2,322,Potential Loyal
13865,59,4,501.56,3,2,3,323,Potential Loyal
16753,59,1,223.92,3,5,5,355,Potential Loyal
12633,59,4,2163.98,3,2,1,321,Needs Attention
14642,59,1,96.12,3,4,5,345,Potential Loyal
12679,59,4,1113.02,3,2,2,322,Potential Loyal
17190,59,2,444.74,3,3,4,334,Potential Loyal
15421,59,4,950.36,3,2,2,322,Potential Loyal
18277,59,1,110.38,3,4,5,345,Potential Loyal
17913,59,2,411.6,3,3,4,334,Potential Loyal
17489,59,2,376.64,3,3,4,334,Potential Loyal
14775,59,3,1011.9,3,2,2,322,Potential Loyal
15831,59,3,801.76,3,2,3,323,Potential Loyal
15840,59,2,355.56,3,4,4,344,Potential Loyal
14761,59,2,255.9,3,4,4,344,Potential Loyal
17064,59,3,859.35,3,3,3,333,Potential Loyal
13517,60,3,2128.42,3,2,1,321,Needs Attention
16171,60,1,73.2,3,5,5,355,Potential Loyal
13690,60,1,172.25,3,5,5,355,Potential Loyal
16086,60,5,1121.39,3,2,2,322,Potential Loyal
16136,60,3,709.38,3,2,3,323,Potential Loyal
12836,60,4,2612.86,3,2,1,321,Needs Attention
14857,60,2,1173.12,3,3,2,332,Potential Loyal
17620,60,1,81.44,3,5,5,355,Potential Loyal
12824,60,1,397.12,3,4,4,344,Potential Loyal
12772,60,1,892.47,3,5,3,353,Potential Loyal
12530,60,4,1662.28,3,2,2,322,Potential Loyal
14175,60,3,3222.3,3,2,1,321,Needs Attention
13919,60,2,384.81,3,3,4,334,Potential Loyal
17863,60,6,3160.0,3,1,1,311,Needs Attention
16861,60,2,173.76,3,4,5,345,Potential Loyal
14952,60,11,8099.49,3,1,1,311,Needs Attention
13109,60,2,786.54,3,3,3,333,Potential Loyal
13627,60,5,1638.47,3,2,2,322,Potential Loyal
16120,60,4,1309.14,3,2,2,322,Potential Loyal
15199,60,4,1268.7,3,2,2,322,Potential Loyal
13283,60,2,93.66,3,4,5,345,Potential Loyal
15553,61,1,437.23,3,5,4,354,Potential Loyal
17284,61,6,1652.58,3,1,2,312,Needs Attention
13666,61,3,84.65,3,3,5,335,Potential Loyal
17589,61,4,2404.17,3,2,1,321,Needs Attention
17462,61,2,675.69,3,3,3,333,Potential Loyal
15304,61,8,694.4,3,1,3,313,Needs Attention
13373,61,3,3312.25,3,2,1,321,Needs Attention
17025,61,3,357.77,3,2,4,324,Potential Loyal
14535,61,3,2864.19,3,2,1,321,Needs Attention
16982,61,1,384.06,3,4,4,344,Potential Loyal
13980,61,1,200.14,3,5,5,355,Potential Loyal
18169,61,1,202.65,3,5,5,355,Potential Loyal
16385,61,3,555.89,3,2,3,323,Potential Loyal
13224,61,2,2155.95,3,3,1,331,Needs Attention
18126,61,1,206.83,3,5,5,355,Potential Loyal
16179,61,1,215.83,3,5,5,355,Potential Loyal
16776,61,1,388.28,3,4,4,344,Potential Loyal
15128,61,4,1471.0,3,2,2,322,Potential Loyal
14529,61,3,620.04,3,3,3,333,Potential Loyal
16395,61,5,1486.9,3,2,2,322,Potential Loyal
17552,61,4,930.41,3,2,3,323,Potential Loyal
14128,61,2,637.5,3,3,3,333,Potential Loyal
14451,61,2,662.59,3,3,3,333,Potential Loyal
14665,61,5,1835.7,3,2,2,322,Potential Loyal
17214,61,6,1069.12,3,1,2,312,Needs Attention
15193,61,1,499.32,3,5,3,353,Potential Loyal
14201,61,7,747.44,3,1,3,313,Needs Attention
14027,61,1,104.82,3,4,5,345,Potential Loyal
12607,61,1,1579.51,3,4,2,342,Potential Loyal
15211,61,2,894.41,3,3,3,333,Potential Loyal
15886,61,1,181.09,3,5,5,355,Potential Loyal
17648,61,4,1797.5,3,2,2,322,Potential Loyal
13352,61,1,397.98,3,4,4,344,Potential Loyal
13473,61,2,422.64,3,3,4,334,Potential Loyal
15756,62,4,532.96,3,2,3,323,Potential Loyal
16104,62,1,302.36,3,4,4,344,Potential Loyal
13259,62,1,292.32,3,4,4,344,Potential Loyal
18088,62,1,167.67,3,5,5,355,Potential Loyal
16921,62,1,169.79,3,5,5,355,Potential Loyal
16248,62,1,152.94,3,5,5,355,Potential Loyal
16685,62,2,324.24,3,4,4,344,Potential Loyal
14801,62,1,193.14,3,5,5,355,Potential Loyal
14514,62,3,1055.35,3,2,2,322,Potential Loyal
13193,62,1,117.88,3,4,5,345,Potential Loyal
16380,62,1,1780.59,3,5,2,352,Potential Loyal
16595,62,1,360.16,3,4,4,344,Potential Loyal
15606,62,9,2920.16,3,1,1,311,Needs Attention
13260,62,1,557.62,3,5,3,353,Potential Loyal
16518,62,2,484.32,3,3,4,334,Potential Loyal
15874,64,7,4405.88,3,1,1,311,Needs Attention
17030,64,1,146.87,3,5,5,355,Potential Loyal
13806,64,1,256.38,3,4,4,344,Potential Loyal
16455,64,7,1841.18,3,1,2,312,Needs Attention
13169,64,2,712.88,3,3,3,333,Potential Loyal
14067,64,2,374.7,3,3,4,334,Potential Loyal
16354,64,2,395.8,3,3,4,334,Potential Loyal
15706,64,4,1060.56,3,2,2,322,Potential Loyal
15815,64,5,2100.6,3,2,1,321,Needs Attention
13689,64,1,910.0,3,5,3,353,Potential Loyal
14029,64,2,467.66,3,3,4,334,Potential Loyal
18136,64,3,784.33,3,3,3,333,Potential Loyal
12740,64,1,427.6,3,5,4,354,Potential Loyal
12492,64,2,263.21,3,4,4,344,Potential Loyal
14792,64,1,6.2,3,5,5,355,Potential Loyal
12781,64,2,826.74,3,3,3,333,Potential Loyal
13276,64,2,590.93,3,3,3,333,Potential Loyal
12420,64,1,600.39,3,5,3,353,Potential Loyal
12519,64,1,340.84,3,4,4,344,Potential Loyal
12394,64,2,1272.48,3,3,2,332,Potential Loyal
13419,64,1,221.06,3,5,5,355,Potential Loyal
13359,64,1,439.56,3,5,4,354,Potential Loyal
12885,64,3,1175.22,3,3,2,332,Potential Loyal
14844,64,4,3189.81,3,2,1,321,Needs Attention
13587,64,1,712.4,3,5,3,353,Potential Loyal
13876,64,1,122.7,3,4,5,345,Potential Loyal
13763,64,1,1714.96,3,4,2,342,Potential Loyal
16477,64,7,2494.46,3,1,1,311,Needs Attention
15837,65,1,391.98,3,4,4,344,Potential Loyal
15264,65,1,393.74,3,4,4,344,Potential Loyal
16432,65,1,287.4,3,4,4,344,Potential Loyal
13177,65,1,282.45,3,4,4,344,Potential Loyal
15315,65,2,570.5,3,3,3,333,Potential Loyal
16895,65,1,219.14,3,5,5,355,Potential Loyal
15416,65,4,3984.32,3,2,1,321,Needs Attention
14959,65,4,695.42,3,2,3,323,Potential Loyal
14538,65,2,388.25,3,3,4,334,Potential Loyal
15518,65,8,1942.45,3,1,2,312,Needs Attention
13348,65,1,233.76,3,5,5,355,Potential Loyal
16184,65,6,1158.79,3,1,2,312,Needs Attention
13771,65,4,2634.45,3,2,1,321,Needs Attention
13023,65,2,689.9,3,3,3,333,Potential Loyal
13602,65,1,428.89,3,5,4,354,Potential Loyal
13591,65,3,1117.13,3,2,2,322,Potential Loyal
15937,65,1,145.35,3,5,5,355,Potential Loyal
17921,65,4,826.52,3,2,3,323,Potential Loyal
15306,65,3,1174.35,3,3,2,332,Potential Loyal
15300,65,1,496.44,3,5,3,353,Potential Loyal
12923,65,1,176.97,3,5,5,355,Potential Loyal
13049,65,2,656.68,3,3,3,333,Potential Loyal
13422,65,1,2626.3,3,5,1,351,Needs Attention
14257,65,5,3099.72,3,2,1,321,Needs Attention
14518,65,1,174.37,3,5,5,355,Potential Loyal
14317,65,1,508.58,3,5,3,353,Potential Loyal
14819,65,2,272.07,3,4,4,344,Potential Loyal
15766,65,1,315.06,3,4,4,344,Potential Loyal
13845,65,1,312.98,3,4,4,344,Potential Loyal
12939,65,8,11581.8,3,1,1,311,Needs Attention
16316,65,8,2938.91,3,1,1,311,Needs Attention
13504,65,1,295.93,3,4,4,344,Potential Loyal
13483,66,1,140.34,3,5,5,355,Potential Loyal
13989,66,2,1266.08,3,3,2,332,Potential Loyal
17382,66,1,65.4,3,5,5,355,Potential Loyal
15762,66,2,583.75,3,3,3,333,Potential Loyal
13947,66,1,90.6,3,4,5,345,Potential Loyal
12789,66,1,91.85,3,4,5,345,Potential Loyal
14054,66,1,92.46,3,4,5,345,Potential Loyal
14396,66,2,487.99,3,3,4,334,Potential Loyal
18033,66,1,97.97,3,4,5,345,Potential Loyal
16106,66,1,108.38,3,4,5,345,Potential Loyal
17483,66,3,414.04,3,3,4,334,Potential Loyal
12843,66,8,1702.26,3,1,2,312,Needs Attention
15048,66,4,384.05,3,2,4,324,Potential Loyal
15757,66,2,714.42,3,3,3,333,Potential Loyal
16803,66,1,332.3,3,4,4,344,Potential Loyal
15730,66,3,1120.88,3,2,2,322,Potential Loyal
16140,66,2,725.18,3,3,3,333,Potential Loyal
17222,66,1,354.15,3,4,4,344,Potential Loyal
16758,66,1,369.34,3,4,4,344,Potential Loyal
17647,66,1,133.06,3,5,5,355,Potential Loyal
16040,66,3,1313.55,3,3,2,332,Potential Loyal
15127,66,1,406.53,3,5,4,354,Potential Loyal
16160,66,2,1025.44,3,3,2,332,Potential Loyal
16059,66,6,1459.86,3,1,2,312,Needs Attention
14389,66,2,1043.46,3,3,2,332,Potential Loyal
15244,66,2,631.57,3,3,3,333,Potential Loyal
12413,67,3,758.1,3,2,3,323,Potential Loyal
12457,67,7,2363.23,3,1,1,311,Needs Attention
14462,67,11,2004.02,3,1,2,312,Needs Attention
14184,67,1,452.89,3,5,4,354,Potential Loyal
15241,67,8,1756.44,3,1,2,312,Needs Attention
17957,67,1,111.68,3,4,5,345,Potential Loyal
15228,67,4,3386.71,3,2,1,321,Needs Attention
16253,67,2,3683.86,3,3,1,331,Needs Attention
13801,67,1,324.8,3,4,4,344,Potential Loyal
15739,67,1,449.12,3,5,4,354,Potential Loyal
15181,67,3,689.48,3,3,3,333,Potential Loyal
16881,67,1,432.0,3,5,4,354,Potential Loyal
15276,67,1,135.31,3,5,5,355,Potential Loyal
13317,67,6,2273.68,3,1,1,311,Needs Attention
16556,67,7,3313.79,3,1,1,311,Needs Attention
13552,67,12,3740.07,3,1,1,311,Needs Attention
15255,67,1,890.85,3,5,3,353,Potential Loyal
13351,67,1,373.94,3,4,4,344,Potential Loyal
16882,67,3,705.12,3,2,3,323,Potential Loyal
15339,67,2,574.07,3,3,3,333,Potential Loyal
16374,67,2,473.03,3,3,4,334,Potential Loyal
12512,67,2,138.03,3,4,5,345,Potential Loyal
13792,67,2,195.55,3,4,5,345,Potential Loyal
17667,67,5,2055.51,3,2,2,322,Potential Loyal
13431,68,2,1269.1,3,3,2,332,Potential Loyal
14193,68,2,853.39,3,3,3,333,Potential Loyal
18116,68,8,1418.03,3,1,2,312,Needs Attention
14644,68,2,830.76,3,3,3,333,Potential Loyal
14651,68,2,654.6,3,3,3,333,Potential Loyal
15930,68,1,426.63,3,5,4,354,Potential Loyal
15091,68,1,480.71,3,5,4,354,Potential Loyal
13344,68,3,2543.72,3,2,1,321,Needs Attention
12886,68,2,1378.4,3,3,2,332,Potential Loyal
16441,68,2,381.2,3,3,4,334,Potential Loyal
14333,68,1,415.2,3,5,4,354,Potential Loyal
15299,68,7,4507.01,3,1,1,311,Needs Attention
16183,68,1,338.71,3,4,4,344,Potential Loyal
16774,68,4,661.52,3,2,3,323,Potential Loyal
13635,68,1,1071.03,3,4,2,342,Potential Loyal
14488,68,1,1064.28,3,4,2,342,Potential Loyal
12637,68,8,6021.9,3,1,1,311,Needs Attention
16875,68,5,2095.53,3,2,1,321,Needs Attention
15579,69,2,348.6,3,4,4,344,Potential Loyal
14970,69,4,1592.06,3,2,2,322,Potential Loyal
16693,69,2,482.01,3,3,4,334,Potential Loyal
15774,69,1,270.8,3,4,4,344,Potential Loyal
16591,69,1,213.5,3,5,5,355,Potential Loyal
16667,69,2,570.13,3,3,3,333,Potential Loyal
15164,69,3,843.05,3,3,3,333,Potential Loyal
13095,71,1,74.4,3,5,5,355,Potential Loyal
17376,71,2,203.2,3,4,5,345,Potential Loyal
13972,71,2,190.25,3,4,5,345,Potential Loyal
12842,71,2,1118.99,3,3,2,332,Potential Loyal
15321,71,3,2748.31,3,2,1,321,Needs Attention
15593,71,1,199.8,3,5,5,355,Potential Loyal
13764,71,3,1521.76,3,3,2,332,Potential Loyal
14916,71,4,1268.98,3,2,2,322,Potential Loyal
15834,71,4,2233.75,3,2,1,321,Needs Attention
18008,71,9,2116.19,3,1,1,311,Needs Attention
13347,71,1,341.36,3,4,4,344,Potential Loyal
12694,71,2,869.67,3,3,3,333,Potential Loyal
18053,71,1,300.02,3,4,4,344,Potential Loyal
14164,71,2,1631.77,3,3,2,332,Potential Loyal
16613,71,1,618.59,3,5,3,353,Potential Loyal
16101,71,1,1290.7,3,4,2,342,Potential Loyal
16404,71,1,443.05,3,5,4,354,Potential Loyal
15185,71,1,310.62,3,4,4,344,Potential Loyal
12822,71,2,948.88,3,3,2,332,Potential Loyal
13092,71,5,477.83,3,2,4,324,Potential Loyal
18192,72,1,957.97,3,4,2,342,Potential Loyal
17894,72,8,1119.81,3,1,2,312,Needs Attention
14409,72,6,2059.45,3,1,1,311,Needs Attention
15062,72,4,987.86,3,2,2,322,Potential Loyal
13354,72,1,743.53,3,5,3,353,Potential Loyal
12728,72,4,836.33,3,2,3,323,Potential Loyal
16650,72,1,518.42,3,5,3,353,Potential Loyal
17572,72,4,226.75,3,2,5,325,Potential Loyal
17819,72,7,3704.87,3,1,1,311,Needs Attention
17905,72,4,800.24,3,2,3,323,Potential Loyal
16233,72,3,536.68,3,3,3,333,Potential Loyal
12458,72,2,947.4,3,3,2,332,Potential Loyal
13886,72,1,243.56,3,5,5,355,Potential Loyal
13364,72,1,134.96,3,5,5,355,Potential Loyal
15030,72,2,518.28,3,3,3,333,Potential Loyal
18235,72,3,1796.48,3,2,2,322,Potential Loyal
12718,72,1,238.25,3,5,5,355,Potential Loyal
14305,72,3,1858.96,3,2,2,322,Potential Loyal
13741,72,3,668.43,3,3,3,333,Potential Loyal
18204,72,3,1993.7,3,2,2,322,Potential Loyal
15175,72,1,224.14,3,5,5,355,Potential Loyal
14475,72,3,925.85,3,3,3,333,Potential Loyal
13503,72,1,216.85,3,5,5,355,Potential Loyal
14681,72,3,498.95,3,3,3,333,Potential Loyal
12372,72,3,1298.04,4,3,2,432,Potential Loyal
17724,72,3,1033.0,4,2,2,422,Potential Loyal
16268,72,2,667.65,4,3,3,433,Loyal
16574,72,1,451.44,4,5,4,454,Champions
17427,72,1,100.8,4,4,5,445,Champions
12703,72,1,283.55,4,4,4,444,Champions
16589,72,3,459.24,4,3,4,434,Loyal
17783,73,2,283.47,4,4,4,444,Champions
13321,73,2,567.36,4,3,3,433,Loyal
13505,73,4,4393.63,4,2,1,421,Needs Attention
16321,73,5,373.65,4,2,4,424,Potential Loyal
14609,73,4,601.56,4,2,3,423,Potential Loyal
12393,73,4,1582.6,4,2,2,422,Potential Loyal
16909,73,1,379.14,4,4,4,444,Champions
16690,73,2,225.58,4,4,5,445,Champions
15036,73,3,465.55,4,3,4,434,Loyal
13901,73,5,2867.2,4,2,1,421,Needs Attention
17513,73,1,513.2,4,5,3,453,Loyal
16681,73,6,1770.34,4,1,2,412,Needs Attention
17370,73,4,446.18,4,2,4,424,Potential Loyal
18242,73,4,2232.49,4,2,1,421,Needs Attention
13061,73,1,248.61,4,5,5,455,Champions
14947,73,2,290.82,4,4,4,444,Champions
16182,73,4,6617.65,4,2,1,421,Needs Attention
15841,73,4,1224.06,4,2,2,422,Potential Loyal
13515,73,4,891.12,4,2,3,423,Potential Loyal
15348,73,1,158.04,4,5,5,455,Champions
18265,73,2,801.51,4,3,3,433,Loyal
16281,73,1,2062.06,4,5,1,451,Needs Attention
17950,73,3,482.2,4,3,4,434,Loyal
14978,73,5,1931.42,4,2,2,422,Potential Loyal
14109,73,1,144.2,4,5,5,455,Champions
13397,73,5,1544.13,4,2,2,422,Potential Loyal
16266,74,7,861.89,4,1,3,413,Needs Attention
13035,74,2,921.88,4,3,3,433,Loyal
17788,74,2,1117.9,4,3,2,432,Potential Loyal
12987,74,2,558.7,4,3,3,433,Loyal
14272,74,2,437.96,4,3,4,434,Loyal
16629,74,2,417.73,4,3,4,434,Loyal
14818,74,3,657.8,4,3,3,433,Loyal
13016,74,3,789.89,4,3,3,433,Loyal
16462,74,3,136.0,4,2,5,425,Potential Loyal
16181,74,1,305.54,4,4,4,444,Champions
13555,74,4,4149.28,4,2,1,421,Needs Attention
16122,74,4,684.42,4,2,3,423,Potential Loyal
17656,74,5,1674.69,4,2,2,422,Potential Loyal
18278,74,1,173.9,4,5,5,455,Champions
15674,74,5,2446.6,4,2,1,421,Needs Attention
14101,74,6,5976.79,4,1,1,411,Needs Attention
13514,74,1,152.2,4,5,5,455,Champions
12455,74,6,2466.86,4,1,1,411,Needs Attention
17805,74,1,512.31,4,5,3,453,Loyal
17591,74,7,2225.97,4,1,1,411,Needs Attention
13979,74,1,869.87,4,5,3,453,Loyal
17061,74,11,5232.23,4,1,1,411,Needs Attention
15827,74,14,1836.09,4,1,2,412,Needs Attention
13390,75,1,544.08,4,5,3,453,Loyal
15243,75,1,316.68,4,4,4,444,Champions
16468,75,1,74.9,4,5,5,455,Champions
13927,75,1,348.99,4,4,4,444,Champions
13434,75,2,534.24,4,3,3,433,Loyal
17674,75,2,551.04,4,3,3,433,Loyal
12823,75,5,1759.5,4,2,2,422,Potential Loyal
16383,75,2,668.36,4,3,3,433,Loyal
13405,75,3,572.45,4,2,3,423,Potential Loyal
12612,75,1,704.04,4,5,3,453,Loyal
16603,75,2,482.47,4,3,4,434,Loyal
14473,75,2,234.34,4,4,5,445,Champions
13233,75,2,605.12,4,3,3,433,Loyal
16778,75,2,245.94,4,4,5,445,Champions
12412,75,3,1226.88,4,3,2,432,Potential Loyal
14908,75,1,277.8,4,4,4,444,Champions
13866,75,1,145.67,4,5,5,455,Champions
15626,75,2,675.8,4,3,3,433,Loyal
15958,75,1,104.35,4,4,5,445,Champions
17997,75,8,1970.67,4,1,2,412,Needs Attention
13639,75,1,1033.34,4,4,2,442,Potential Loyal
14561,76,3,1080.76,4,2,2,422,Potential Loyal
13787,76,2,309.04,4,4,4,444,Champions
12545,76,2,1000.39,4,3,2,432,Potential Loyal
